,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ActualElapsedTime,AirTime,AirlineID,Altimeter,AltimeterFlag,ArrDel15,ArrDelay,ArrDelayMinutes,ArrTime,ArrTimeBlk,Arr_wban,ArrivalDelayGroups,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,Carrier,CarrierDelay,Date,DayOfWeek,DayofMonth,DepDel15,DepDelay,DepDelayMinutes,DepTime,DepTimeBlk,Dep_wban,DepartureDelayGroups,Dest,DestCityName,DestState,DestStateFips,DewPointCelsius,DewPointCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,Distance,DistanceGroup,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,DivActualElapsedTime,DivAirportLandings,DivArrDelay,DivDistance,DivReachedDest,Diverted,DryBulbCelsius,DryBulbCelsiusFlag,DryBulbFarenheit,DryBulbFarenheitFlag,FirstDepTime,FlightDate,FlightNum,Flights,HourlyPrecip,HourlyPrecipFlag,LateAircraftDelay,LongestAddGTime,Month,NASDelay,Origin,OriginCityName,OriginState,OriginStateFips,PressureChange,PressureChangeFlag,PressureTendency,PressureTendencyFlag,Quarter,RecordType,RecordTypeFlag,RelativeHumidity,RelativeHumidityFlag,S_Arr_time,S_Dep_time,SeaLevelPressure,SeaLevelPressureFlag,SecurityDelay,SkyCondition,SkyConditionFlag,StationPressure,StationPressureFlag,StationType,TailNum,TaxiIn,TaxiOut,Time,TotalAddGTime,UniqueCarrier,ValueForWindCharacter,ValueForWindCharacterFlag,Visibility,VisibilityFlag,WBAN,WeatherDelay,WeatherType,WeatherTypeFlag,WetBulbCelsius,WetBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WheelsOff,WheelsOn,WindDirection,WindDirectionFlag,WindSpeed,WindSpeedFlag,Year,_merge,con,id,key,new_id,sa_time,sd_time,time,region_dep,region_arr,north_dep,north_arr,airport,delay,taxitime,snow,temp,dew_p,precip,vis,winter,airs,airs_cat,melting_snow,freezing_snow,DateStr,congestion,BDL,BOS,BUR,CAE,CHS,CLT,EWN,GSO,GSP,ILM,LAX,LGB,MHT,MYR,OAJ,ONT,ORH,PVD,RDU,SNA
441395,441395,60955,16680,143.0,124.0,19930,30.01, ,0.0,-14.0,0.0,2323.0,2300-2359,23174.0,-1.0,2337,2105,152.0,,0.0,AS,,20140414.0,1,14,0.0,-5.0,0.0,2100.0,2100-2159,24233.0,-1.0,LAX,"Los Angeles, CA",CA,6,11.7, ,53.0, ,954.0,4,,,,,,0,,,,0.0,15.0, ,59.0, ,,2014-04-14 00:00:00,470,1.0, , ,,,4,,SEA,"Seattle, WA",WA,53, , , , ,2,AA, ,81.0, ,2014-04-14 23:37:00,2014-04-14 21:05:00,30.00, ,,SCT250, ,29.66, ,11.0,N531AS,6.0,13.0,2353.0,,AS, , ,10.0, ,23174.0,, , ,13.1, ,56.0, ,2113.0,2317.0,150, ,6.0, ,2014,both,Arr,386.0,410107,386.0,2337,2105,2014-04-14 23:53:00,,West,0,0,LAX,-14.0,6.0,0,59.0,53.0,0.0,10.0,0,LAX,10,0,0,20140414,1281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1224852,1224852,54200,12708,92.0,60.0,20304,29.93, ,0.0,-9.0,0.0,1020.0,1000-1059,23174.0,-1.0,1029,1000,89.0,,0.0,OO,,20150131.0,6,31,0.0,-12.0,0.0,948.0,1000-1059,23183.0,-1.0,LAX,"Los Angeles, CA",CA,6,12.2, ,54.0, ,370.0,2,,,,,,0,,,,0.0,17.8, ,64.0, ,,2015-01-31 00:00:00,6310,1.0, , ,,,1,,PHX,"Phoenix, AZ",AZ,4, , , , ,1,AA, ,70.0, ,2015-01-31 10:29:00,2015-01-31 10:00:00,29.93, ,,SCT023 SCT180, ,29.58, ,11.0,N594SW,13.0,19.0,1053.0,,OO, , ,10.0, ,23174.0,, , ,14.6, ,58.0, ,1007.0,1007.0,130, ,3.0, ,2015,both,Arr,835.0,282100,835.0,1029,1000,2015-01-31 10:53:00,,West,0,0,LAX,-9.0,13.0,0,64.0,54.0,0.0,10.0,1,LAX,10,0,0,20150131,930,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
559288,559288,48642,3499,413.0,361.0,20409,29.97, ,1.0,24.0,24.0,2122.0,2000-2059,23174.0,1.0,2058,1730,388.0,,0.0,B6,0.0,20140521.0,3,21,0.0,-1.0,0.0,1729.0,1700-1759,94789.0,-1.0,LAX,"Los Angeles, CA",CA,6,12.2, ,54.0, ,2475.0,10,,,,,,0,,,,0.0,16.1, ,61.0, ,,2014-05-21 00:00:00,423,1.0, , ,0.0,,5,24.0,JFK,"New York, NY",NY,36, , , , ,2,AA, ,78.0, ,2014-05-21 20:58:00,2014-05-21 17:30:00,29.97, ,0.0,FEW150 SCT200, ,29.62, ,11.0,N793JB,9.0,43.0,2053.0,,B6, , ,10.0, ,23174.0,0.0, , ,13.9, ,57.0, ,1812.0,2113.0,270, ,11.0, ,2014,both,Arr,546.0,66199,546.0,2058,1730,2014-05-21 20:53:00,,West,0,0,LAX,24.0,9.0,0,61.0,54.0,0.0,10.0,0,LAX,10,0,0,20140521,1299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251608,251608,120306,2400,143.0,127.0,19805,30.05, ,0.0,-8.0,0.0,1037.0,1000-1059,13722.0,-1.0,1045,715,150.0,,0.0,AA,,20141127.0,4,27,0.0,-1.0,0.0,714.0,0700-0759,3927.0,-1.0,RDU,"Raleigh/Durham, NC",NC,37,3.9, ,39.0, ,1061.0,5,,,,,,0,,,,0.0,6.7, ,44.0, ,,2014-11-27 00:00:00,1159,1.0,  0.001, ,,,11,,DFW,"Dallas/Fort Worth, TX",TX,48, , , , ,4,AA, , 83, ,2014-11-27 10:45:00,2014-11-27 07:15:00,30.05, ,,BKN007 OVC016, ,29.58, ,11.0,N4YJAA,3.0,13.0,1051.0,,AA, , ,8.0, ,13722.0,,-RA, ,5.4, ,42, ,727.0,1034.0,310, , 3, ,2014,both,Arr,730.0,365155,730.0,1045,715,2014-11-27 10:51:00,,South,0,0,RDU,-8.0,3.0,0,44.0,39.0,0.001,8.0,0,RDU,18,0,0,20141127,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
387017,387017,6577,6577,115.0,91.0,20409,29.62, ,0.0,-10.0,0.0,1221.0,1200-1259,13722.0,-1.0,1231,1035,116.0,,0.0,B6,,20140422.0,2,22,0.0,-9.0,0.0,1026.0,1000-1059,14739.0,-1.0,RDU,"Raleigh/Durham, NC",NC,37,3.3, ,38.0, ,612.0,3,,,,,,0,,,,0.0,20.6, ,69.0, ,,2014-04-22 00:00:00,1083,1.0, , ,,,4,,BOS,"Boston, MA",MA,25, , , , ,2,AA, ,32.0, ,2014-04-22 12:31:00,2014-04-22 10:35:00,29.62, ,,BKN220, ,29.59, ,11.0,N358JB,5.0,19.0,1054.0,,B6, , ,10.0, ,14739.0,, , ,11.8, ,53.0, ,1045.0,1216.0,190, ,11.0, ,2014,both,Dep,618.0,422856,618.0,1231,1035,2014-04-22 10:54:00,North,South,1,0,BOS,-9.0,19.0,0,69.0,38.0,0.0,10.0,0,BOS,1,0,0,20140422,646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493029,1493029,88759,7863,108.0,87.0,20355,29.75, ,0.0,-3.0,0.0,2000.0,2000-2059,14740.0,-1.0,2003,1810,113.0,,0.0,US,,20150326.0,4,26,0.0,2.0,2.0,1812.0,1800-1859,13881.0,0.0,BDL,"Hartford, CT",CT,9,11.7, ,53, ,644.0,3,,,,,,0,,,,0.0,21.1, ,70, ,,2015-03-26 00:00:00,1754,1.0, , ,,,3,,CLT,"Charlotte, NC",NC,37, , , , ,1,AA, ,55, ,2015-03-26 20:03:00,2015-03-26 18:10:00,29.73, ,,BKN220 OVC250, ,28.93, ,11.0,N717UW,7.0,14.0,1752.0,,US, , ,10.0, ,13881.0,, , ,15.6, ,60, ,1826.0,1953.0,200, ,9, ,2015,both,Dep,771.0,381432,771.0,2003,1810,2015-03-26 17:52:00,South,North,0,1,CLT,2.0,14.0,0,70.0,53.0,0.0,10.0,1,CLT,5,0,0,20150326,1268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406990,406990,26550,819,71.0,54.0,20304,30.13, ,1.0,19.0,19.0,1244.0,1200-1259,23230.0,1.0,1225,1057,88.0,,0.0,OO,19.0,20140403.0,4,3,1.0,36.0,36.0,1133.0,1000-1059,23174.0,2.0,OAK,"Oakland, CA",CA,6,6.7, ,44.0, ,337.0,2,,,,,,0,,,,0.0,17.2, ,63.0, ,,2014-04-03 00:00:00,4450,1.0, , ,0.0,,4,0.0,LAX,"Los Angeles, CA",CA,6, , , , ,2,AA, ,50.0, ,2014-04-03 12:25:00,2014-04-03 10:57:00,30.13, ,0.0,FEW050 SCT250, ,29.78, ,11.0,N693CA,6.0,11.0,1053.0,,OO, , ,10.0, ,23174.0,0.0, , ,11.7, ,53.0, ,1144.0,1238.0,250, ,8.0, ,2014,both,Dep,64.0,9809,64.0,1225,1057,2014-04-03 10:53:00,West,,0,0,LAX,36.0,11.0,0,63.0,44.0,0.0,10.0,0,LAX,10,0,0,20140403,1276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145537,145537,14235,5212,79.0,48.0,20409,29.91, ,1.0,27.0,27.0,2218.0,2100-2159,14739.0,1.0,2151,2035,76.0,,0.0,B6,24.0,20141118.0,2,18,1.0,24.0,24.0,2059.0,2000-2059,13739.0,1.0,BOS,"Boston, MA",MA,25,-15.6, ,4.0, ,280.0,2,,,,,,0,,,,0.0,-2.2, ,28.0, ,,2014-11-18 00:00:00,760,1.0, , ,0.0,,11,3.0,PHL,"Philadelphia, PA",PA,42, , , , ,4,AA, , 36, ,2014-11-18 21:51:00,2014-11-18 20:35:00,29.91, ,0.0,CLR, ,29.88, ,11.0,N192JB,6.0,25.0,2154.0,,B6,29, ,10.0, ,14739.0,0.0, , ,-5.7, ,22, ,2124.0,2212.0,260, ,17.0, ,2014,both,Arr,523.0,400345,523.0,2151,2035,2014-11-18 21:54:00,,North,0,1,BOS,27.0,6.0,0,28.0,4.0,0.0,10.0,0,BOS,1,0,0,20141118,648,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487391,1487391,83121,2225,97.0,79.0,20355,30.23, ,0.0,-11.0,0.0,2019.0,2000-2059,14732.0,-1.0,2030,1845,105.0,,0.0,US,,20150309.0,1,9,0.0,-3.0,0.0,1842.0,1800-1859,13881.0,-1.0,LGA,"New York, NY",NY,36,3.3, ,38, ,544.0,3,,,,,,0,,,,0.0,15.6, ,60.0, ,,2015-03-09 00:00:00,1740,1.0, , ,,,3,,CLT,"Charlotte, NC",NC,37, , , , ,1,AA, ,44, ,2015-03-09 20:30:00,2015-03-09 18:45:00,30.22, ,,BKN090 OVC200, ,29.4, ,11.0,N176UW,8.0,10.0,1852.0,,US, , ,10.0, ,13881.0,, , ,9.5, ,49, ,1852.0,2011.0,000, ,0, ,2015,both,Dep,300.0,230614,300.0,2030,1845,2015-03-09 18:52:00,South,,0,0,CLT,-3.0,10.0,0,60.0,38.0,0.0,10.0,1,CLT,5,0,0,20150309,1260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256744,256744,2353,2353,79.0,54.0,19977,29.49, ,1.0,34.0,34.0,1633.0,1500-1559,14734.0,2.0,1559,1421,98.0,,0.0,UA,11.0,20141210.0,3,10,1.0,53.0,53.0,1514.0,1400-1459,14739.0,3.0,EWR,"Newark, NJ",NJ,34,4.4, ,40.0, ,200.0,1,,,,,,0,,,,0.0,5.6, ,42.0, ,,2014-12-10 00:00:00,744,1.0,0.05, ,23.0,,12,0.0,BOS,"Boston, MA",MA,25, , , , ,4,AA, ,93.0, ,2014-12-10 15:59:00,2014-12-10 14:21:00,29.48, ,0.0,SCT006 SCT013 OVC018, ,29.46, ,11.0,N814UA,5.0,20.0,1354.0,,UA, , ,3.0, ,14739.0,0.0,-RA BR, ,5.0, ,41.0, ,1534.0,1628.0,010, ,15.0, ,2014,both,Dep,332.0,317218,332.0,1559,1421,2014-12-10 13:54:00,North,,1,0,BOS,53.0,20.0,0,42.0,40.0,0.05,3.0,1,BOS,1,0,0,20141210,640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545775,545775,35129,9399,217.0,203.0,19393,29.91, ,0.0,3.0,3.0,1323.0,1300-1359,13994.0,0.0,1320,750,210.0,,0.0,WN,,20140529.0,4,29,0.0,-4.0,0.0,746.0,0700-0759,23174.0,-1.0,STL,"St. Louis, MO",MO,29,13.3, ,56.0, ,1592.0,7,,,,,,0,,,,0.0,20.0, ,68.0, ,,2014-05-29 00:00:00,4119,1.0, , ,,,5,,LAX,"Los Angeles, CA",CA,6, , , , ,2,AA, ,66.0, ,2014-05-29 13:20:00,2014-05-29 07:50:00,29.91, ,,BKN020, ,29.56, ,11.0,N627SW,3.0,11.0,753.0,,WN, , ,10.0, ,23174.0,, , ,16.0, ,61.0, ,757.0,1320.0,100, ,9.0, ,2014,both,Dep,761.0,235960,761.0,1320,750,2014-05-29 07:53:00,West,,0,0,LAX,-4.0,11.0,0,68.0,56.0,0.0,10.0,0,LAX,10,0,0,20140529,1315,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
435142,435142,54702,10427,77.0,56.0,19393,30.03, ,0.0,11.0,11.0,1016.0,1000-1059,23174.0,0.0,1005,845,80.0,,0.0,WN,,20140401.0,2,1,0.0,14.0,14.0,859.0,0800-0859,23234.0,0.0,LAX,"Los Angeles, CA",CA,6,6.7, ,44.0, ,337.0,2,,,,,,0,,,,0.0,14.4, ,58.0, ,,2014-04-01 00:00:00,2268,1.0, , ,,,4,,SFO,"San Francisco, CA",CA,6, , , , ,2,AA, ,60.0, ,2014-04-01 10:05:00,2014-04-01 08:45:00,30.03, ,,FEW028 BKN032, ,29.68, ,11.0,N665WN,5.0,16.0,953.0,,WN, , ,10.0, ,23174.0,, , ,10.4, ,51.0, ,915.0,1011.0,270, ,14.0, ,2014,both,Arr,15.0,262373,15.0,1005,845,2014-04-01 09:53:00,,West,0,0,LAX,11.0,5.0,0,58.0,44.0,0.0,10.0,0,LAX,10,0,0,20140401,1230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
466626,466626,86186,4384,114.0,95.0,20355,30.41, ,0.0,7.0,7.0,1819.0,1800-1859,12894.0,0.0,1812,1621,111.0,,0.0,US,,20140417.0,4,17,0.0,4.0,4.0,1625.0,1600-1659,13881.0,0.0,RSW,"Fort Myers, FL",FL,12,-3.3, ,26, ,600.0,3,,,,,,0,,,,0.0,17.8, ,64, ,,2014-04-17 00:00:00,1912,1.0, , ,,,4,,CLT,"Charlotte, NC",NC,37, , , , ,2,AA, ,24, ,2014-04-17 18:12:00,2014-04-17 16:21:00,30.40, ,,FEW250, ,29.58, ,11.0,N162UW,5.0,14.0,1552.0,,US,24, ,10.0, ,13881.0,, , ,8.4, ,47, ,1639.0,1814.0,090, ,10, ,2014,both,Dep,458.0,120440,458.0,1812,1621,2014-04-17 15:52:00,South,,0,0,CLT,4.0,14.0,0,64.0,26.0,0.0,10.0,0,CLT,5,0,0,20140417,1324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326489,1326489,33102,10843,49.0,25.0,20304,30.08, ,0.0,0.0,0.0,1506.0,1500-1559,23188.0,0.0,1506,1420,46.0,,0.0,OO,,20150217.0,2,17,0.0,-3.0,0.0,1417.0,1400-1459,23174.0,-1.0,SAN,"San Diego, CA",CA,6,11.7, ,53.0, ,109.0,1,,,,,,0,,,,0.0,17.8, ,64.0, ,,2015-02-17 00:00:00,2603,1.0, , ,,,2,,LAX,"Los Angeles, CA",CA,6, , , , ,1,AA, ,68, ,2015-02-17 15:06:00,2015-02-17 14:20:00,30.08, ,,CLR, ,29.73, ,11.0,N866AS,4.0,20.0,1353.0,,OO, , ,10.0, ,23174.0,, , ,14.3, ,58, ,1437.0,1502.0,270, ,11.0, ,2015,both,Dep,508.0,343582,508.0,1506,1420,2015-02-17 13:53:00,West,,0,0,LAX,-3.0,20.0,0,64.0,53.0,0.0,10.0,1,LAX,10,0,0,20150217,1151,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1515631,1515631,111361,171,126.0,111.0,19805,30.2, ,1.0,36.0,36.0,1737.0,1700-1759,13881.0,2.0,1701,1345,136.0,,0.0,AA,2.0,20150302.0,1,2,1.0,46.0,46.0,1431.0,1300-1359,3927.0,3.0,CLT,"Charlotte, NC",NC,37,5.6, ,42.0, ,936.0,4,,,,,,0,,,,0.0,20.6, ,69.0, ,,2015-03-02 00:00:00,1468,1.0, , ,34.0,,3,0.0,DFW,"Dallas/Fort Worth, TX",TX,48, , , , ,1,AA, ,38.0, ,2015-03-02 17:01:00,2015-03-02 13:45:00,30.19, ,0.0,FEW045 BKN250, ,29.37, ,11.0,N3HMAA,4.0,11.0,1652.0,,AA, , ,10.0, ,13881.0,0.0, , ,12.6, ,55.0, ,1442.0,1733.0,350, ,8.0, ,2015,both,Arr,68.0,25369,68.0,1701,1345,2015-03-02 16:52:00,,South,0,0,CLT,36.0,4.0,0,69.0,42.0,0.0,10.0,1,CLT,5,0,0,20150302,1242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603673,603673,93027,8719,137.0,118.0,20355,29.9, ,0.0,-1.0,0.0,1625.0,1600-1659,14922.0,-1.0,1626,1440,166.0,,0.0,US,,20140515.0,4,15,1.0,28.0,28.0,1508.0,1400-1459,13881.0,1.0,MSP,"Minneapolis, MN",MN,27,19.4, ,67.0, ,930.0,4,,,,,,0,,,,0.0,21.7, ,71.0, ,,2014-05-15 00:00:00,1855,1.0,0.01, ,,,5,,CLT,"Charlotte, NC",NC,37, , , , ,2,AA, ,87, ,2014-05-15 16:26:00,2014-05-15 14:40:00,29.88, ,,BKN014 BKN029 OVC070, ,29.08, ,11.0,N738US,5.0,14.0,1452.0,,US, , ,10.0, ,13881.0,,-RA, ,20.2, ,68, ,1522.0,1620.0,180, ,10, ,2014,both,Dep,396.0,494845,396.0,1626,1440,2014-05-15 14:52:00,South,,0,0,CLT,28.0,14.0,0,71.0,67.0,0.01,10.0,0,CLT,5,0,0,20140515,1312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078237,1078237,33183,8140,56.0,46.0,19393,29.95, ,1.0,51.0,51.0,1611.0,1500-1559,23293.0,3.0,1520,1410,70.0,,0.0,WN,0.0,20140922.0,1,22,1.0,65.0,65.0,1515.0,1400-1459,23174.0,4.0,SJC,"San Jose, CA",CA,6,17.2, ,63, ,308.0,2,,,,,,0,,,,0.0,22.2, ,72, ,,2014-09-22 00:00:00,2339,1.0, , ,51.0,,9,0.0,LAX,"Los Angeles, CA",CA,6, , , , ,3,AA, , 73, ,2014-09-22 15:20:00,2014-09-22 14:10:00,29.94, ,0.0,FEW014, ,29.6, ,11.0,N618WN,3.0,7.0,1353.0,,WN,20, ,10.0, ,23174.0,0.0, , ,19.0, ,66, ,1522.0,1608.0,270, ,15.0, ,2014,both,Dep,562.0,200445,562.0,1520,1410,2014-09-22 13:53:00,West,,0,0,LAX,65.0,7.0,0,72.0,63.0,0.0,10.0,0,LAX,10,0,0,20140922,1225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82839,82839,82839,953,128.0,94.0,19805,30.02, ,0.0,-2.0,0.0,1518.0,1500-1559,12839.0,-1.0,1520,1315,125.0,,0.0,AA,,20141030.0,4,30,0.0,-5.0,0.0,1310.0,1300-1359,13881.0,-1.0,MIA,"Miami, FL",FL,12,0.0, ,32, ,650.0,3,,,,,,0,,,,0.0,18.3, ,65, ,,2014-10-30 00:00:00,2225,1.0, , ,,,10,,CLT,"Charlotte, NC",NC,37, , , , ,4,AA, ,29, ,2014-10-30 15:20:00,2014-10-30 13:15:00,30.00, ,,CLR, ,29.2, ,11.0,N3KFAA,7.0,27.0,1252.0,,AA, , ,10.0, ,13881.0,, , ,9.6, ,49, ,1337.0,1511.0,000, ,0, ,2014,both,Dep,776.0,156573,776.0,1520,1315,2014-10-30 12:52:00,South,,0,0,CLT,-5.0,27.0,0,65.0,32.0,0.0,10.0,0,CLT,5,0,0,20141030,1296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486360,486360,105920,3605,110.0,84.0,20355,30.21, ,0.0,-9.0,0.0,928.0,0900-0959,14734.0,-1.0,937,745,112.0,,0.0,US,,20140413.0,7,13,0.0,-7.0,0.0,738.0,0700-0759,13881.0,-1.0,EWR,"Newark, NJ",NJ,34,12.2, ,54, ,529.0,3,,,,,,0,,,,0.0,17.2, ,63, ,,2014-04-13 00:00:00,1984,1.0, , ,,,4,,CLT,"Charlotte, NC",NC,37, , , , ,2,AA, ,73, ,2014-04-13 09:37:00,2014-04-13 07:45:00,30.19, ,,SCT250, ,29.38, ,11.0,N406US,12.0,14.0,752.0,,US, , ,10.0, ,13881.0,, , ,14.3, ,58, ,752.0,916.0,190, ,8, ,2014,both,Dep,324.0,115755,324.0,937,745,2014-04-13 07:52:00,South,,0,0,CLT,-7.0,14.0,0,63.0,54.0,0.0,10.0,0,CLT,5,0,0,20140413,1228,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195209,1195209,24557,405,295.0,263.0,19805,30.19, ,0.0,-1.0,0.0,2013.0,2000-2059,13743.0,-1.0,2014,1225,289.0,,0.0,AA,,20150115.0,4,15,0.0,-7.0,0.0,1218.0,1200-1259,23174.0,-1.0,DCA,"Washington, DC",VA,51,-0.6, ,31, ,2311.0,10,,,,,,0,,,,0.0,22.2, ,72, ,,2015-01-15 00:00:00,52,1.0, , ,,,1,,LAX,"Los Angeles, CA",CA,6, , , , ,1,AA, , 22, ,2015-01-15 20:14:00,2015-01-15 12:25:00,30.19, ,,CLR, ,29.84, ,11.0,N3BUAA,5.0,27.0,1253.0,,AA, , ,10.0, ,23174.0,, , ,11.2, ,52, ,1245.0,2008.0,000, ,0.0, ,2015,both,Dep,413.0,2139,413.0,2014,1225,2015-01-15 12:53:00,West,,0,0,LAX,-7.0,27.0,0,72.0,31.0,0.0,10.0,1,LAX,10,0,0,20150115,1163,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
536568,536568,25922,192,203.0,189.0,19805,29.95, ,0.0,-6.0,0.0,2209.0,2200-2259,13994.0,-1.0,2215,1640,215.0,,0.0,AA,,20140521.0,3,21,0.0,6.0,6.0,1646.0,1600-1659,23174.0,0.0,STL,"St. Louis, MO",MO,29,12.2, ,54.0, ,1592.0,7,,,,,,0,,,,0.0,18.3, ,65.0, ,,2014-05-21 00:00:00,134,1.0, , ,,,5,,LAX,"Los Angeles, CA",CA,6, , , , ,2,AA, , 68, ,2014-05-21 22:15:00,2014-05-21 16:40:00,29.94, ,,BKN015 BKN030, ,29.60, ,11.0,N548AA,3.0,11.0,1653.0,,AA,21, ,10.0, ,23174.0,, , ,14.8, ,59, ,1657.0,2206.0,270, ,14, ,2014,both,Dep,541.0,1925,541.0,2215,1640,2014-05-21 16:53:00,West,,0,0,LAX,6.0,11.0,0,65.0,54.0,0.0,10.0,0,LAX,10,0,0,20140521,1299,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1014354,1014354,102267,7123,117.0,102.0,20355,30.08, ,0.0,-8.0,0.0,2110.0,2100-2159,13881.0,-1.0,2118,1910,128.0,,0.0,US,,20140810.0,7,10,0.0,3.0,3.0,1913.0,1900-1959,12839.0,0.0,CLT,"Charlotte, NC",NC,37,20.0, ,68.0, ,650.0,3,,,,,,0,,,,0.0,22.0, ,72.0, ,,2014-08-10 00:00:00,499,1.0, , ,,,8,,MIA,"Miami, FL",FL,12, , , , ,3,SP, ,87.0, ,2014-08-10 21:18:00,2014-08-10 19:10:00,M, ,,OVC010, ,29.26, ,11.0,N174US,3.0,12.0,2120.0,,US, , ,7.0, ,13881.0,, , ,20.7, ,69.0, ,1925.0,2107.0,030, ,5.0, ,2014,both,Arr,308.0,374789,308.0,2118,1910,2014-08-10 21:20:00,,South,0,0,CLT,-8.0,3.0,0,72.0,68.0,0.0,7.0,0,CLT,5,0,0,20140810,1124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920579,920579,8492,8492,88.0,70.0,20355,30.13, ,0.0,-5.0,0.0,1322.0,1300-1359,13743.0,-1.0,1327,1200,87.0,,0.0,US,,20140803.0,7,3,0.0,-6.0,0.0,1154.0,1200-1259,14739.0,-1.0,DCA,"Washington, DC",VA,51,16.1, ,61.0, ,399.0,2,,,,,,0,,,,0.0,20.0, ,68.0, ,,2014-08-03 00:00:00,2113,1.0, , ,,,8,,BOS,"Boston, MA",MA,25, , , , ,3,AA, ,78.0, ,2014-08-03 13:27:00,2014-08-03 12:00:00,30.12, ,,FEW013 SCT120 BKN200, ,30.1, ,11.0,N945UW,4.0,14.0,1154.0,,US, , ,10.0, ,14739.0,, , ,17.6, ,64.0, ,1208.0,1318.0,090, ,7.0, ,2014,both,Dep,73.0,367983,73.0,1327,1200,2014-08-03 11:54:00,North,,1,0,BOS,-6.0,14.0,0,68.0,61.0,0.0,10.0,0,BOS,1,0,0,20140803,633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639888,639888,129242,1442,260.0,248.0,19393,30.15, ,0.0,7.0,7.0,22.0,0001-0559,13722.0,0.0,15,1705,250.0,,0.0,WN,,20140511.0,1,12,0.0,-3.0,0.0,1702.0,1700-1759,23183.0,-1.0,RDU,"Raleigh/Durham, NC",NC,37,12.8, ,55.0, ,1891.0,8,,,,,,0,,,,0.0,16.1, ,61.0, ,,2014-05-12 00:00:00,2587,1.0, , ,,,5,,PHX,"Phoenix, AZ",AZ,4, , , , ,2,AA, ,81.0, ,2014-05-12 00:15:00,2014-05-12 17:05:00,30.14, ,,CLR, ,29.68, ,11.0,N927WN,3.0,9.0,2351.0,,WN, , ,10.0, ,13722.0,, , ,14.2, ,58.0, ,1711.0,19.0,000, ,0.0, ,2014,both,Arr,275.0,181712,275.0,15,1705,2014-05-11 23:51:00,,South,0,0,RDU,7.0,3.0,0,61.0,55.0,0.0,10.0,0,RDU,18,0,0,20140512,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1449388,1449388,45118,215,379.0,350.0,19805,30.01, ,0.0,-25.0,0.0,1210.0,1200-1259,23174.0,-2.0,1235,900,395.0,,0.0,AA,,20150330.0,1,30,0.0,-9.0,0.0,851.0,0900-0959,14739.0,-1.0,LAX,"Los Angeles, CA",CA,6,13.3, ,56, ,2611.0,11,,,,,,0,,,,0.0,18.9, ,66.0, ,,2015-03-30 00:00:00,25,1.0, , ,,,3,,BOS,"Boston, MA",MA,25, , , , ,1,AA, , 70, ,2015-03-30 12:35:00,2015-03-30 09:00:00,30.01, ,,FEW018, ,29.66, ,11.0,N3GTAA,13.0,16.0,1253.0,,AA, , ,8.0, ,23174.0,, , ,15.6, ,60, ,907.0,1157.0,250, ,11.0, ,2015,both,Arr,780.0,691,780.0,1235,900,2015-03-30 12:53:00,North,West,1,0,LAX,-25.0,13.0,0,66.0,56.0,0.0,8.0,1,LAX,10,0,0,20150330,1207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
